Participant_ID,Country,Partner,Gender,Town,District,Age_Group,Savings_Program,Leadership_Program,Agriculture_Program,Literacy_Program,n_Programs,FFS,FDS,Months_Enough_Food,Months_Insufficient_Food,Business_Plan,Management_Confidence,Sustainable_Ag_Practices,Minimum_Tillage,Soil_Covered,Crop_Rotation,All_Sustainable_Practices,Increased_Yield,Drought_Disease_Resistance,Sustainable_Useful,Literacy_Helped,Increased_Knowledge,Food_Ran_Out,Vegetables,Fruits
376,Tanzania,geita,female,Nyarutembo,Chato,30_49,yes,no,no,no,1,3,7,12,0,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
387,Tanzania,geita,male,Magamba,Ngara,under_30,no,no,no,yes,1,2,6,3,9,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
631,Tanzania,geita,male,Idoselo,Geita,30_49,no,yes,no,no,1,2,6,10,2,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
760,Tanzania,geita,female,Lubanga,Geita,50_plus,no,no,no,yes,1,3,3,7,5,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,yes_everyone,no_one
593,Tanzania,geita,female,Ishishang'olo,Sengerema,30_49,no,no,no,yes,1,3,7,10,2,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
732,Tanzania,geita,female,Magamba,Ngara,30_49,no,no,no,yes,1,2,5,7,5,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,yes_everyone,no_one
531,Tanzania,geita,male,Ishishangholo,sengerema,30_49,no,yes,yes,no,2,3,5,8,4,no_plan,confident,1,1,1,0,0,1,1,Useful,NA,0,yes,yes_everyone,no_one
607,Tanzania,geita,male,Idoselo,Geita,30_49,yes,no,no,no,1,3,5,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
608,Tanzania,geita,female,Idoselo,Geita,30_49,yes,no,no,no,1,2,4,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
223,Tanzania,geita,male,Nhwiga,Nyang'wale,30_49,no,no,yes,no,1,3,4,10,2,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
858,Tanzania,geita,male,Mtakuja,Geita,50_plus,no,no,yes,no,1,3,4,12,0,has_plan,confident,1,0,1,1,0,1,1,Useful,NA,0,NA,no_one,no_one
27,Tanzania,geita,male,Bukokwa,Sengerema,under_30,yes,no,no,no,1,3,8,4,8,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
623,Tanzania,geita,female,Idoselo,Geita,50_plus,no,no,yes,no,1,2,3,6,6,no_plan,confident,1,0,0,1,0,0,0,Useful,NA,0,NA,yes_everyone,no_one
293,Tanzania,geita,male,Nyarutembo,Chato,under_30,yes,no,no,no,1,3,9,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_you,yes_you
448,Tanzania,geita,female,Magamba,Ngara,30_49,no,yes,no,no,1,2,2,6,6,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
841,Tanzania,geita,female,Idoselo,Geita,30_49,no,yes,no,no,1,2,3,6,6,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
596,Tanzania,geita,female,Ishishang'olo,Sengerema,30_49,no,no,no,yes,1,1,2,0,12,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes_others,no_one
707,Tanzania,geita,female,Lubanga,Geita,50_plus,yes,no,no,no,1,2,5,0,12,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes_everyone,no_one
620,Tanzania,geita,female,Idoselo,Geita,30_49,no,no,yes,no,1,3,5,3,9,no_plan,confident,1,0,1,1,0,0,0,Useful,NA,0,no,no_one,no_one
530,Tanzania,geita,male,Ishoshangholo,Sengerema,50_plus,yes,yes,yes,no,3,2,4,6,6,no_plan,confident,1,1,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
751,Tanzania,geita,female,Idoselo,Geita,30_49,yes,no,no,no,1,2,6,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,yes_everyone
767,Tanzania,geita,female,Lubanga,Geita,30_49,yes,no,no,no,1,2,3,5,7,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
749,Tanzania,geita,female,Idoselo,Geita,under_30,yes,no,no,no,1,2,6,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
615,Tanzania,geita,male,Ishishang'holo,Sengerema,50_plus,no,yes,no,no,1,2,4,10,2,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
86,Tanzania,geita,female,Nhwiga,Nyang'hwale,30_49,yes,no,yes,yes,3,3,4,4,8,has_plan,confident,1,0,1,0,0,0,0,Useful,yes,0,yes,no_one,no_one
65,Tanzania,geita,female,Nhwiga,Nyang'wale,under_30,no,no,yes,no,1,3,6,11,1,no_plan,confident,1,0,1,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
889,Tanzania,geita,female,Bukokwa,Sengerema,50_plus,yes,no,no,no,1,4,7,2,10,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,no_one
162,Tanzania,geita,female,Rwamgasa,Geita,30_49,yes,no,no,no,1,3,6,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_others,no_one
19,Tanzania,geita,male,Bukokwa,Sengerema,50_plus,yes,no,no,no,1,3,10,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,yes_everyone
283,Tanzania,geita,male,Nyarutembo,chato,50_plus,yes,no,no,no,1,3,7,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes_everyone,no_one
239,Tanzania,geita,female,Lwamgasa,Geita,under_30,yes,no,no,no,1,4,6,6,6,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,yes_others
742,Tanzania,geita,male,Magamba,Ngara,under_30,no,no,no,yes,1,2,6,7,5,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,no_one
240,Tanzania,geita,male,Lwamgasa,Geita,30_49,yes,no,no,no,1,3,7,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,no_one
500,Tanzania,geita,female,Nyarutembo,Chato,30_49,yes,no,no,no,1,4,7,6,6,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no_one,yes_everyone
169,Tanzania,geita,female,Lwamugasa,Geita,under_30,yes,no,no,no,1,3,8,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
747,Tanzania,geita,female,Ishishang'holo,Sengerema,30_49,yes,no,no,no,1,3,5,7,5,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
703,Tanzania,geita,male,Lubanga,Geita,30_49,yes,yes,no,no,2,2,3,4,8,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
759,Tanzania,geita,female,Lubanga,Geita,under_30,no,no,no,yes,1,2,4,7,5,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,yes_everyone,no_one
761,Tanzania,geita,female,Idoselo,Geita,30_49,yes,no,yes,no,2,3,6,7,5,has_plan,confident,1,1,1,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
14,Tanzania,geita,male,Bukokwa,Sengerema,30_49,yes,no,no,no,1,3,7,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
613,Tanzania,geita,male,Idoselo,Geita,under_30,yes,no,yes,no,2,3,5,12,0,has_plan,confident,1,1,1,0,0,1,1,Useful,NA,0,NA,yes_everyone,yes_everyone
890,Tanzania,geita,female,Bukokwa,Sengerema,30_49,yes,no,no,no,1,4,6,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,no_one
633,Tanzania,geita,male,Idoselo,Geita,30_49,yes,no,yes,no,2,2,4,11,1,has_plan,confident,1,1,0,0,0,1,0,Useful,NA,0,NA,yes_everyone,no_one
392,Tanzania,geita,female,Magamba,Ngara,under_30,no,no,no,yes,1,1,1,0,12,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no_one,no_one
232,Tanzania,geita,male,Lwamgasa,Geita,30_49,yes,no,no,no,1,3,9,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_others
75,Tanzania,geita,male,Nhwiga,Nyang'wale,30_49,yes,no,no,no,1,3,9,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_others
588,Tanzania,geita,male,Idoselo,Geita,50_plus,no,yes,yes,no,2,3,5,12,0,no_plan,confident,1,1,0,1,0,0,0,Useful,NA,0,NA,yes_everyone,no_one
797,Tanzania,geita,male,Mtakuja,Geita,30_49,no,no,yes,no,1,2,5,7,5,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
26,Tanzania,geita,male,Bukokwa,Sengerema,50_plus,no,no,yes,no,1,3,9,10,2,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
39,Tanzania,geita,female,Bukokwa,Sengerema,30_49,yes,no,no,no,1,3,11,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,yes_everyone
745,Tanzania,geita,male,Lubanga,Geita,50_plus,no,no,no,yes,1,3,4,8,4,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,yes_everyone,yes_everyone
878,Tanzania,geita,female,lubanga,Geita,30_49,yes,yes,no,no,2,3,6,6,6,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
855,Tanzania,geita,female,Mtakuja,Geita,50_plus,yes,no,no,no,1,2,4,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
13,Tanzania,geita,female,Bukokwa,Sengerema,50_plus,yes,no,no,no,1,3,9,9,3,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
510,Tanzania,geita,female,Ishishang'holo,Sengerema,30_49,no,no,yes,no,1,2,5,0,12,no_plan,not_confident,1,1,1,0,0,1,0,Useful,NA,0,no,yes_everyone,no_one
809,Tanzania,geita,male,Mtakuja,Sengerema,30_49,no,yes,no,no,1,0,0,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no_one,no_one
254,Tanzania,geita,male,Nyarutembo,Chato,30_49,yes,no,no,no,1,2,5,9,3,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
79,Tanzania,geita,female,Nhuiga,Nyang'wale,30_49,no,no,yes,no,1,3,7,11,1,no_plan,confident,1,0,0,0,0,0,1,Useful,NA,0,NA,yes_everyone,no_one
454,Tanzania,geita,male,Magamba,Ngara,under_30,yes,no,no,no,1,2,4,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
787,Tanzania,geita,male,Mtakuja,Geita,30_49,yes,yes,yes,no,3,2,5,8,4,no_plan,confident,1,1,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
605,Tanzania,geita,male,Idoselo,Geita,30_49,yes,no,no,no,1,2,4,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
853,Tanzania,geita,female,Mtakuja,Geita,50_plus,yes,no,no,no,1,3,3,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes_everyone,no_one
440,Tanzania,geita,female,Magamba,Ngara,under_30,no,no,no,yes,1,2,5,11,1,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,yes_everyone,no_one
399,Tanzania,geita,male,Maghamba,Ngara,under_30,no,no,no,yes,1,1,4,3,9,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,yes,NA,no,yes_everyone,no_one
860,Tanzania,geita,female,Rwamgasa,Geita,under_30,no,no,yes,no,1,3,4,6,6,no_plan,confident,1,0,1,0,0,1,0,Useful,NA,0,yes,yes_everyone,no_one
290,Tanzania,geita,male,Nya,Chato,30_49,yes,no,no,no,1,3,5,7,5,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,no_one
266,Tanzania,geita,female,Bukokwa,sengerema,30_49,yes,no,no,no,1,3,5,6,6,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no_one,yes_everyone
621,Tanzania,geita,female,Idoselo,Geita,30_49,no,no,yes,no,1,3,4,12,0,no_plan,confident,1,0,0,1,0,1,0,Useful,NA,0,NA,no_one,no_one
501,Tanzania,geita,female,Nyarutembo,Chato,50_plus,yes,no,no,no,1,3,8,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,yes_everyone
612,Tanzania,geita,male,Idoselo,Geita,50_plus,yes,no,yes,no,2,3,5,3,9,has_plan,confident,1,1,1,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
442,Tanzania,geita,male,Magamba,Ngara,30_49,no,yes,no,no,1,2,3,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
295,Tanzania,geita,male,Nyarutembo,Chato,under_30,yes,no,no,no,1,3,5,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
41,Tanzania,geita,female,Hhwiga,Nyanga'hwale,30_49,yes,no,no,no,1,3,5,5,7,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,no_one
837,Tanzania,geita,female,"Ishishang,holo",Sengerema,30_49,no,no,no,yes,1,3,5,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no_one,no_one
869,Tanzania,geita,male,Idoselo,Geita,30_49,no,no,no,yes,1,2,5,9,3,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,yes_everyone,no_one
758,Tanzania,geita,female,Lubanga,Geita,30_49,no,no,no,yes,1,3,5,7,5,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,yes_everyone,yes_everyone
84,Tanzania,geita,female,Nhwiga,Nyang'wale,under_30,yes,no,no,no,1,3,8,7,5,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,yes_others
498,Tanzania,geita,female,Nyarutembo,Chato,30_49,yes,no,no,no,1,3,6,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
715,Tanzania,geita,male,Lubanga,Geita,30_49,no,no,no,yes,1,2,3,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,yes_everyone,no_one
222,Tanzania,geita,male,Lwamgasa,Geita,30_49,yes,no,no,no,1,2,3,0,12,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes_everyone,no_one
825,Tanzania,geita,female,Lwamgasa,Geita,30_49,no,no,yes,no,1,2,4,0,12,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,yes,yes_everyone,no_one
252,Tanzania,geita,female,Nyarutembo,Chato,30_49,yes,no,no,no,1,3,5,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
839,Tanzania,geita,male,Idoselo,Geita,under_30,no,yes,no,no,1,3,5,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
280,Tanzania,geita,male,Nyarutembo,chato,50_plus,yes,no,no,no,1,2,8,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes_everyone,yes_everyone
122,Tanzania,geita,male,Kwikuba,Musoma Vijijini,50_plus,yes,no,yes,no,2,3,6,12,0,has_plan,confident,1,1,1,0,0,1,1,NA,NA,0,NA,yes_everyone,no_one
600,Tanzania,geita,male,Ishishang'holo,Sengerema,50_plus,yes,no,no,no,1,2,2,8,4,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,no_one
271,Tanzania,geita,female,Nhwi'ga,Nyangh'wale,50_plus,yes,no,no,yes,2,3,7,9,3,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,yes_everyone,yes_everyone
581,Tanzania,geita,male,Idoselo,Geita,30_49,no,yes,no,no,1,2,5,9,3,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
151,Tanzania,geita,male,Nhwiga,Nyanghwale,30_49,no,no,yes,no,1,3,4,7,5,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,NA,yes_everyone,no_one
256,Tanzania,geita,male,Rwamgasa,Geita,30_49,yes,no,no,no,1,4,4,6,6,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
438,Tanzania,geita,male,Magamba,Ngara,under_30,no,no,no,yes,1,2,4,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,no,no_one,no_one
888,Tanzania,geita,female,Bukokwa,Sengerema,30_49,yes,no,no,no,1,5,6,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
838,Tanzania,geita,male,Idoselo,Geita,30_49,no,yes,no,no,1,2,3,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
840,Tanzania,geita,male,Idoselo,Geita,30_49,no,yes,no,no,1,2,4,5,7,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
649,Tanzania,geita,male,Kasuguti,Bunda,30_49,no,yes,no,no,1,3,5,2,10,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
47,Tanzania,geita,female,Nhwiga,Nyang'hwale,30_49,yes,no,no,yes,2,6,6,10,2,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,yes_everyone,no_one
55,Tanzania,geita,male,Nhwiga,Nyang'hwale,50_plus,no,no,yes,no,1,2,5,3,9,no_plan,confident,1,1,0,0,0,1,1,Useful,NA,0,yes,yes_everyone,no_one
154,Tanzania,geita,female,Nhwiga,Nyanghwale,30_49,no,no,yes,no,1,2,4,6,6,has_plan,confident,1,0,0,0,0,1,0,Useful,NA,0,no,yes_everyone,no_one
158,Tanzania,geita,male,Nhwiga,Nyanghwale,50_plus,no,no,yes,no,1,2,4,1,11,has_plan,confident,1,0,0,0,0,1,0,Useful,NA,0,yes,yes_everyone,no_one
20,Tanzania,geita,female,Bukokwa,Sengerema,50_plus,yes,no,yes,no,2,3,11,0,12,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,0,no,yes_everyone,yes_others
420,Tanzania,geita,female,Magamba,Ngara,50_plus,no,no,yes,no,1,2,4,8,4,no_plan,confident,1,1,1,0,0,1,0,Useful,NA,0,NA,no_one,yes_everyone
71,Tanzania,geita,male,Nhwiga,Nyang'wale,30_49,no,no,yes,no,1,2,2,8,4,no_plan,confident,1,0,0,0,0,0,0,Useful,NA,0,NA,yes_everyone,no_one
53,Tanzania,geita,female,Nhwiga,Nyang'hwale,under_30,no,no,no,yes,1,3,7,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,yes_others,yes_you
229,Tanzania,geita,female,Lwamgasa,Geita,under_30,yes,no,no,no,1,4,6,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
444,Tanzania,geita,male,Magamba,Ngara,30_49,no,yes,no,no,1,2,3,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
708,Tanzania,geita,male,Lubanga,Geita,30_49,yes,no,no,no,1,2,8,10,2,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
377,Tanzania,geita,male,Nyarutembo,Chato,30_49,yes,no,no,no,1,3,4,8,4,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
22,Tanzania,geita,male,Bukokwa,Sengerema,under_30,yes,no,no,no,1,3,8,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,yes_others
230,Tanzania,geita,male,Nhwiga,Nyang'wale,under_30,yes,no,no,no,1,3,8,6,6,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_others,no_one
881,Tanzania,geita,male,mtakuja,Geita,30_49,no,yes,no,no,1,2,5,8,4,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
843,Tanzania,geita,male,Idoselo,Geita,30_49,no,yes,no,no,1,2,5,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
804,Tanzania,geita,male,Lwamgasa,Geita,under_30,no,no,no,yes,1,3,4,9,3,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,yes_everyone,no_one
388,Tanzania,geita,male,Magamba,Ngara,under_30,no,no,no,yes,1,2,2,1,11,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no_one,no_one
289,Tanzania,geita,female,Nyarutembo,Chato,30_49,yes,no,no,no,1,2,4,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,no_one
437,Tanzania,geita,male,Magamba,Ngara,30_49,no,no,yes,no,1,2,6,0,12,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,0,yes,yes_everyone,yes_everyone
896,Tanzania,geita,female,Lwamgasa,Geita,30_49,yes,no,no,no,1,2,2,5,7,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
743,Tanzania,geita,female,Ishishag'holo,Sengerema,30_49,yes,yes,no,no,2,2,5,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
705,Tanzania,geita,female,Lubanga,Geita,50_plus,yes,no,no,no,1,2,2,0,12,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes_everyone,no_one
711,Tanzania,geita,female,Lubanga,Geita,50_plus,yes,yes,no,no,2,3,3,4,8,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
532,Tanzania,geita,male,Ishishangholo,sengerema,50_plus,no,yes,yes,no,2,2,3,7,5,no_plan,confident,1,1,0,0,0,0,1,Useful,NA,1,yes,yes_others,no_one
83,Tanzania,geita,female,Nhwiga,Nyang'wale,30_49,yes,no,no,no,1,3,7,10,2,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_others
728,Tanzania,geita,male,Lubanga,Geita,30_49,yes,no,no,no,1,3,7,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
814,Tanzania,geita,female,Mtakuja,Sengerema,30_49,yes,no,no,no,1,2,3,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
257,Tanzania,geita,female,Rwamgasa,Geita,30_49,yes,no,no,no,1,3,7,6,6,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,yes_everyone
722,Tanzania,geita,male,Lubanga,Geita,30_49,yes,yes,no,no,2,2,3,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
25,Tanzania,geita,male,Bukokwa,Sengerema,50_plus,no,no,yes,no,1,3,4,8,4,no_plan,confident,1,1,0,1,0,1,0,Useful,NA,0,NA,yes_everyone,no_one
281,Tanzania,geita,male,nyarutembo,chato,50_plus,yes,yes,no,no,2,3,6,9,3,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no_one,no_one
604,Tanzania,geita,female,Idoselo,Geita,under_30,yes,no,no,no,1,2,2,0,12,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes_everyone,no_one
277,Tanzania,geita,female,lwamgasa,Geita,under_30,no,no,no,yes,1,3,8,10,2,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,yes_everyone,yes_everyone
497,Tanzania,geita,female,Nyarutembo,Chato,under_30,yes,no,no,no,1,4,8,7,5,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
706,Tanzania,geita,female,Lubanga,Geita,30_49,yes,no,no,no,1,2,5,1,11,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes_everyone,yes_everyone
426,Tanzania,geita,male,Nyarutembo,Chato,30_49,yes,no,no,no,1,3,5,0,12,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes_everyone,no_one
427,Tanzania,geita,male,Nyarutembo,Chato,30_49,yes,no,no,no,1,3,7,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
512,Tanzania,geita,male,Ishishang'holo,Sengerema,50_plus,yes,yes,yes,no,3,3,6,9,3,no_plan,not_confident,1,1,1,1,1,1,1,Useful,NA,0,NA,yes_everyone,no_one
51,Tanzania,geita,female,Nhwiga,Nyang'hwale,30_49,no,no,no,yes,1,4,5,12,0,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,yes_everyone,no_one
431,Tanzania,geita,male,Magamba,Ngara,30_49,no,no,no,yes,1,2,4,3,9,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,yes_everyone,no_one
508,Tanzania,geita,female,Magamba,Ngara,under_30,no,no,no,yes,1,2,3,4,8,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no_one,no_one
469,Tanzania,geita,male,Kitembele,Serengeti,30_49,no,no,yes,no,1,2,4,8,4,has_plan,confident,1,0,0,0,0,0,0,Useful,NA,0,NA,no_one,no_one
741,Tanzania,geita,female,Magamba,Ngara,under_30,no,no,no,yes,1,2,5,5,7,no_plan,not_confident,0,NA,NA,NA,NA,NA,NA,NA,no,NA,no,yes_everyone,yes_everyone
542,Tanzania,geita,male,Ishishang'holo,Sengerema,30_49,yes,yes,no,no,2,3,8,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
